file_name,content,episode
SPEAKER_01 - 5358.15 - 5363.46.lab,cổ đành phải để không vở đó không được diễn được ở miền nam vở đó chỉ được diễn ở miền bắc.,184
SPEAKER_01 - 5363.46 - 5371.15.lab,vì lúc đó nhà nước tài trợ miền bắc không tài trợ miền nam mà chạy được tài trợ rồi mà chỉ vì họ muốn bỏ lô gô vô là của seno.,184
SPEAKER_01 - 5371.15 - 5376.72.lab,nói lại bốn mafia của nguy hiểm quyền lực đồng tiền tôn giáo và tình yêu.,184
SPEAKER_01 - 5376.72 - 5384.7.lab,thì cô đi khắp nơi các đại hội phụ nữ viết kịch toàn thế giới người ta đồng ý với cô cái nguy hiểm nhất là tình yêu ba cái này đối phó được.,184
SPEAKER_00 - 7071.61 - 7075.74.lab,thì anh cũng hy vọng là hôm nay chỉ là cái cuộc trò chuyện đầu tiên của em với cô.,184
SPEAKER_00 - 7075.74 - 7080.79.lab,nhưng nếu cô còn tiếp tục à có những đau đáu về người trẻ.,184
SPEAKER_00 - 7080.79 - 7085.91.lab,tiêu tục quan quốc tục coi câu chuyện bản sắc là một trong những cái câu chuyện sống còn.,184
SPEAKER_00 - 7085.91 - 7088.9.lab,thì em nghĩ là em em rất là mong được đồng hành với cô.,184
SPEAKER_00 - 427.4 - 434.7.lab,ờ em đang muốn hỏi một cái liệu là ví dụ trong cái hành trình mà cô dạy về lịch sử sân khấu và nói rộng hơn một chút là.,184
SPEAKER_00 - 434.7 - 440.49.lab,mình nhìn ở cái góc độ việt nam học ờ cái thử thách lớn nhất là gì ạ cái mà thường khó nhất là gì ạ.,184
SPEAKER_00 - 6444.62 - 6446.79.lab,mà cũng chưa biết là có ngày trở về thì là.,184
SPEAKER_01 - 3946.01 - 3951.57.lab,ví dụ ví dụ một cái nữa nè biết cái chuyện cô gái đi giao gà mà bị mất phải không.,184
SPEAKER_01 - 3951.57 - 3958.84.lab,mình đã ra tới điện biên mình mình ôm ấp cái cái cái cái câu chuyện này nhưng nó chỉ là một chương.,184
SPEAKER_01 - 3959.1 - 3966.03.lab,nghĩa là có lúc mình mình có những cái mẫu mình muốn phải xúc tiến trong đó có câu chuyện nhân vật chính là một con ma lai.,184
SPEAKER_01 - 3966.03 - 3972.82.lab,ma lai nó rút ruột á thì do cái ma lai này nó thường xuất hiện trong những giờ cận tử của một số người mà người ta.,184
SPEAKER_01 - 3972.82 - 3978.89.lab,cần nói lại những tiếng nói cuối cùng thì là cái con ma lai này xuất hiện lúc cái con này chuẩn bị chết.,184
SPEAKER_01 - 3979.23 - 3983.79.lab,và muốn vậy mình phải bò lên điện biên mình đi trong một cái chuyến đi rất là cực kỳ kinh hoàng.,184
SPEAKER_01 - 3983.79 - 3991.32.lab,đã tới gặp rồi mà cái cậu là đi hai bánh chợ mình á chị đừng gặp ông bố chị gặp ông bố là là chị kẹt á.,184
SPEAKER_01 - 3991.57 - 3998.98.lab,nhưng mà mình không gặp ông bố thì ai đưa ra mộ cô mình thắp nhang đây thì từ trước nhất gặp ông bố để ổng cho lên lầu thắp nhang cổ rồi.,184
SPEAKER_01 - 3998.98 - 4003.84.lab,ổng đưa mình đi ra cái mẫu hình tháp nhang cổ thì ổng có yêu cầu là cô khoan phí.,184
SPEAKER_01 - 4003.84 - 4010.09.lab,tại vì mẹ đang bị bắt và chưa xử án ông đang mướn luật sư ông tin là bà mẹ sẽ được trắng án.,184
SPEAKER_01 - 4010.09 - 4015.39.lab,hay là giảm án gì đó ông nói bây giờ nếu mà cô phía sớm á tác động tới quyết định tòa án.,184
SPEAKER_01 - 4015.39 - 4019.78.lab,thành ra mình ngậm mình ngậm tới độ mình thấy là hàm trần ra cái bộ.,184
SPEAKER_01 - 4019.78 - 4023.91.lab,và vụ án đêm giao thừa mình cũng đau lòng lắm nhưng mà đau lòng là tại sao.,184
SPEAKER_01 - 4023.91 - 4030.46.lab,mình tính từ lúc mà cổ nghe tin cổ mất là mình đã xao động rồi mình nói là vậy thì một người trẻ như vậy.,184
SPEAKER_01 - 4030.46 - 4035.48.lab,người ta nghĩ cái gì để người ta lọt vô tình huống này rồi những giây phút sắp chết thì cô nghĩ cái gì.,184
SPEAKER_01 - 4035.48 - 4041.14.lab,thì cổ là một trong những chương rất nhiều chương mình định viết về con bé cũng bị nhựt và chết đó.,184
SPEAKER_00 - 3123.57 - 3129.69.lab,nó có nói một cái điều gì đấy ờ trong bản thân cô không ạ nó có là một cái điều mà cô.,184
SPEAKER_01 - 83.45 - 89.11.lab,thành ra không phải là ngọc là người chuyên đi kể chuyện mà có thể bình tĩnh được.,184
SPEAKER_01 - 89.11 - 91.83.lab,trong một cái chương trình mình biết là quan trọng nhất là.,184
SPEAKER_00 - 7050.04 - 7055.16.lab,song sau đấy có thể cả năm sau nó mới dội lại em mới nhớ là à lúc đó khách mời của mình đã nói câu này.,184
SPEAKER_00 - 4782.31 - 4787.94.lab,thường thì cái nào khó hơn ạ cái đời sống cái cuộc cái con người với đời sống hay là những cái câu chuyện lịch sử ạ.,184
SPEAKER_01 - 6510.26 - 6514.25.lab,bây giờ cô nói một cái nhân vật cô đang ôm ấp mà cũng có.,184
SPEAKER_01 - 6514.25 - 6519.88.lab,người định làm phim rồi đó nhưng vì một cái trục trặc mà không không chưa đụng vô được và đang tìm cách đụng.,184
SPEAKER_01 - 6519.88 - 6527.37.lab,là những nhân vật mà thuộc cha một phe mẹ một phe đó và họ kết luận là họ là tai nạn nghề nghiệp của bà già chẳng hạn.,184
SPEAKER_01 - 6527.37 - 6532.08.lab,bả mục đích bả làm spy để bả lấy tin tức đứa ông già mà có những ông là.,184
SPEAKER_01 - 6628.59 - 6631.0.lab,tôi đâu phải là mới đứa con của tình yêu.,184
SPEAKER_01 - 68.73 - 72.07.lab,biết bài tin không thì tôi cũng rất rắng rốt.,184
SPEAKER_00 - 5637.98 - 5639.94.lab,để vững chắc nhất thì ta quay về lại.,184
SPEAKER_00 - 824.28 - 828.39.lab,cái điều mà có thể những khán giả của mình họ chưa từng trải qua.,184
SPEAKER_00 - 828.39 - 835.76.lab,thì em không biết là cô suy nghĩ thế nào về cái và cái cái cái dòng chảy nó nó chảy vào cô như thế nào.,184
SPEAKER_01 - 1203.94 - 1210.06.lab,con dí súng vào đầu mẹ thành ra bị cha tống bắn tại nó là tử tội nó trốn.,184
SPEAKER_01 - 1210.06 - 1214.42.lab,còn đoạn kết á nghĩa là một cái là cha bắn con cái là con bắn cha cái cuối cùng á.,184
SPEAKER_01 - 1214.42 - 1220.71.lab,thì mình rất thích cái đoạn cuối này bởi vì lúc đó mình bươi được một mớ thơ của tử tội thật.,184
SPEAKER_01 - 1221.31 - 1227.1.lab,họ ăn năn trước khi họ chết họ xin lỗi cha mẹ vợ con họ nói họ biết trước là.,184
SPEAKER_01 - 1227.1 - 1230.37.lab,họ đoản thọ như vậy thì họ sẽ không có làm mấy chuyện này.,184
SPEAKER_01 - 3338.25 - 3345.84.lab,có có những tình cờ mình làm word shop với các bạn trẻ thì có những người cùng thời với mình đi coi thì họ biết.,184
SPEAKER_01 - 3345.84 - 3351.35.lab,quang lắm họ la làng họ nói rồi sao khác thời tụi mình vậy cô đó hồi xưa là cô đi đốt xe mỹ mà.,184
SPEAKER_01 - 3351.35 - 3358.08.lab,cổ đi luyện lựu đạn cổ đi xuống đường cổ làm tất cả mọi chuyện mà cổ nói bây giờ tụi nó cứ lo nó chữa lành mà cảm giác như tụi nó.,184
SPEAKER_01 - 3358.08 - 3362.22.lab,chưa bị thương nó đã đi đi đo giữ lạnh rồi rồi nó đì pét.,184
SPEAKER_01 - 3362.22 - 3368.4.lab,cô nói sao sao sao nó buồn vậy ngọc thì cô cô cũng nói là đây là một một.,184
SPEAKER_01 - 3368.4 - 3372.41.lab,nhóm vậy thôi tại vì mình chưa gặp còn nhiều nhóm nữa.,184
SPEAKER_01 - 3372.41 - 3380.4.lab,cái điều quan trọng là cô cứ phải đi nữa đi nữa đi nữa và tiếp xúc nữa và cũng như khi cô đi hỏng rầy đi hỏi mấy người về cái chuyện bán rác nà.,184
SPEAKER_01 - 3380.4 - 3385.19.lab,thì cô cũng nói là nhiều người nói cái ý này rất hay là thật ra nó.,184
SPEAKER_01 - 3386.83 - 3391.59.lab,khóc cái rễ nó cũng thú nó có chứ người không có đó mọi người chỉ dành tiếng nói.,184
SPEAKER_01 - 3391.59 - 3397.79.lab,là nó có hữu tính nó có ong tính có bướm tính nhưng mà con người đó đó là cô thấy kim lan thì nói đó là dòng chảy.,184
SPEAKER_01 - 4871.17 - 4877.96.lab,được diễn bởi những dân tị nạn dân ở trong một cái trại tị nạn khán giả là hai anh lính.,184
SPEAKER_01 - 4878.4 - 4882.4.lab,ngôi nhà đeo mắt kính đen nhai xuyên gông cầm súng.,184
SPEAKER_01 - 4882.4 - 4886.41.lab,căn cái hàng rào tụi bay muốn diễn như diễn hai anh này ngồi canh lâu lâu có cái.,184
SPEAKER_01 - 4886.41 - 4890.45.lab,unk cái cái miếng thía thì làm sóng gió và một cái lon cô ca gì.,184
SPEAKER_01 - 4890.45 - 4897.07.lab,lân rỗng bị rớt ra ngoài thì anh lượm vô bỏ vô và diễn chưa xong vở thì nghe lệnh nhổ trải thế là lúc thốt lên đường.,184
SPEAKER_01 - 4897.07 - 4904.12.lab,họ cũng tự diễn được cái vở cô lia mà khán giả là hai anh nệ mặt vô cảm một cô hai chục tuổi đạo diễn cái đó.,184
SPEAKER_01 - 4904.31 - 4910.32.lab,mà đưa ra để làm sân khấu diễn đàn để làm để sau đó mọi người phân tích và chỉnh sửa làm sao.,184
SPEAKER_01 - 4910.32 - 4915.2.lab,đã được tiếp xúc với nhiều cái cái cái trí tuệ thú vị mà rất trẻ.,184
SPEAKER_01 - 4915.2 - 4918.85.lab,và và làm được nhưng mà kì đó cô bị xui.,184
SPEAKER_01 - 835.77 - 840.55.lab,nghĩa là mình cảm nhận những điều thùy minh hỏi ở đây nó mang tính cách giống như là.,184
SPEAKER_01 - 840.55 - 845.31.lab,chúng ta phải làm việc với một tử ngữ trong khi mọi người đang sống với sinh ngữ đúng không hà.,184
SPEAKER_01 - 845.31 - 850.24.lab,thế thì khi mình nói mình cũng phải bôi lại từ cổ đại hi lạp.,184
SPEAKER_01 - 850.24 - 857.56.lab,bởi vì nếu mà tính từ cổ đại hy lạp á thì thế giới người ta vẫn có những bài người ta co nói là có năm tia ngọc quý.,184
SPEAKER_01 - 857.56 - 863.28.lab,thì cái cỗ đại hy lạp đó là một trong những nông viên và cái kiểu của chèo của mình.,184
SPEAKER_00 - 4239.25 - 4246.89.lab,thì con không biết là cái sứ mệnh này của cô cô tìm thấy nó lúc nào ạ lúc nào thì cô biết là đây là cái thứ luôn thôi thúc cô.,184
SPEAKER_00 - 4246.89 - 4253.79.lab,khiến cho cô cứ phải viết và và nó lý giải cho tất cả những công việc cô làm trong nhiều năm qua cái sự chăm chỉ của cô.,184
SPEAKER_00 - 4253.79 - 4259.01.lab,ấy thì cái sứ mệnh này nó nó đến lúc nào cô có nhớ hay không ạ ờ ông.,184
SPEAKER_01 - 6213.01 - 6220.98.lab,ờ may quá vừa rồi gặp một cái người à cũng nổi tiếng lắm có mặt trong phim em và trịnh là anh bửu ý ư.,184
SPEAKER_01 - 6220.98 - 6227.46.lab,thì năm mươi mốt năm chưa gặp cô trợ lý mình cổ hỏi thầy nhận ra ai đi không năm mươi mốt năm nha.,184
SPEAKER_01 - 5839.07 - 5845.04.lab,cái đa sắc của việt nam việt nam đa sắc lắm mình không nói tới chuyện chính trị hay chuyện gì khác mà.,184
SPEAKER_01 - 5845.04 - 5849.15.lab,tâm hồn từng người cực kỳ đa sắc cực kỳ phong phú.,184
SPEAKER_01 - 5849.15 - 5855.79.lab,lỗi vì hồi trước vải lâm á cô cũng đã học cái này trong lúc học à sân khấu điện ảnh trước vải lâm.,184
SPEAKER_01 - 5855.79 - 5860.02.lab,thì nói về cái dân tộc tính việt nam người ta nói người việt nam bắt chước rất giỏi.,184
SPEAKER_01 - 5862.5 - 5866.49.lab,nó là một cái sợi dây mong manh giữa các.,184
SPEAKER_01 - 5866.49 - 5871.12.lab,ăn cắp chôm chỉa copy và cái chuyện sáng tạo cái chuyện gọi là cộng hưởng.,184
SPEAKER_00 - 2392.43 - 2397.16.lab,à em có cảm giác thực ra nó là mâu thuẫn của chính bản thân mình thôi đúng không.,184
SPEAKER_01 - 5066.42 - 5068.59.lab,bà con mình nói phải người ta nghe.,184
SPEAKER_01 - 5087.86 - 5094.34.lab,nó có thể từ cái tính cách này cũng là một tính cách dở của việt nam là muốn tới nơi tới chốn.,184
SPEAKER_01 - 5094.34 - 5101.34.lab,làm nửa vời thành ra có nhiều cái người ta dạy là ổn rồi nhưng cái ổn đó nó lại đưa tới một cái thẩm mỹ xấu.,184
SPEAKER_01 - 5101.34 - 5108.32.lab,con cái người ta không nghĩ sao không phạm pháp không có sợ bị cấm là ok rồi có thể bán vé được là ok rồi.,184
SPEAKER_01 - 5108.32 - 5113.37.lab,mà quên ra còn một cái chức năng cực kỳ quan trọng nữa là nâng cao thẩm mỹ.,184
SPEAKER_01 - 5113.37 - 5121.34.lab,thì lại để lan tràn cái thẩm mỹ xấu đó là cái cái cái mình đi chiến đấu nó giống như đông phi sốt đấu với cái khối xe gió.,184
SPEAKER_01 - 5122.06 - 5128.75.lab,chứ thật ra mà bốn bốn ma phi a trong văn hoá văn nghệ của mà ông nguyễn huy thị vẫn nói cô đi khắp nơi cô nói.,184
SPEAKER_01 - 5128.75 - 5134.86.lab,trong mấy cái hội nghị cô dự đó ờ power quyền lực rất dễ đối phó đồng tiền cũng đâu có khó để.,184
SPEAKER_01 - 5134.86 - 5141.43.lab,có mình có quyền say nô mà và bây giờ hiện giờ cũng có nhiều nhà đầu tư sẵn sàng nói với tụi cô với bên lê on nói là.,184
SPEAKER_01 - 711.05 - 717.07.lab,hai câu đó làm sao mà copy được vậy mà mình chấm bài kỹ tới độ mình cũng phát hiện ra có những bài giống nhau.,184
SPEAKER_01 - 717.07 - 724.21.lab,ở trong câu một chứ không trong câu hai câu hai bắt buộc mỗi người phải khác nhau rồi tại vì hóa ra điều tra mới biết là hai người đó là.,184
SPEAKER_01 - 724.55 - 731.82.lab,bạn nhau bồ nhau mới lại chép nhau trên nó dễ thì là mình phát hiện ngay mình nói rồi phải thi lại thi lại chứ.,184
SPEAKER_01 - 731.82 - 737.24.lab,nghĩa là nói chung đây là một kiểu dạy và học chống cốp ti chống lật sách ra mà chép.,184
SPEAKER_01 - 3058.83 - 3064.31.lab,tự do phóng khoáng gần như muốn để con làm gì nó làm không xuối.,184
SPEAKER_01 - 3064.31 - 3068.32.lab,không không xúi lên đây này không khuyên lên này thề thế kia.,184
SPEAKER_01 - 3068.32 - 3075.42.lab,ông bố mình thì cứ nói là các tỷ phú trên thế giới dạy con bằng hai kiểu thứ nhất cho nó đọc sách thứ hai cho nó đi du lịch.,184
SPEAKER_01 - 3075.42 - 3081.29.lab,nó ổng chủ trương là ổng muốn cho các con tung bay tối đa bản thân ổng đã như vậy rồi.,184
SPEAKER_01 - 3081.29 - 3089.25.lab,ông nội là làm quan triều nguyễn là giống như ngự y trong triều á nhưng đến đời ông á mà các ông anh khác đều là.,184
SPEAKER_01 - 3089.25 - 3089.39.lab,xin cảm ơn.,184
SPEAKER_01 - 1569.83 - 1572.64.lab,tính rõ ràng trước mắt là thiên đăng luôn cháy bé.,184
SPEAKER_01 - 991.56 - 997.87.lab,phải có phe xấu phe tốt phải có phe thắng phe thua thế là mình đi làm sân khấu quần chúng mình cũng lọt vô những tình huống.,184
SPEAKER_01 - 395.52 - 402.46.lab,đại học khoa học sâu nhưng văn làm cái chỗ mà tôi dạy môn lịch sử sân khấu việt nam trước khi đi sang sang sang mỹ.,184
SPEAKER_01 - 402.46 - 407.38.lab,thì bên cạnh đó thì vẫn dạy cho môn này nhưng vẫn chạy qua dạy cho cái môn kia.,184
SPEAKER_01 - 407.38 - 414.46.lab,mà dạy cho môn kia đó thì cái cô mà thông dịch ở nước ngoài đưa các sinh viên về đó biết là có cô minh ngọc này rành với sân khấu.,184
SPEAKER_01 - 414.46 - 421.46.lab,thành đã nói là bây giờ cô sẵn cô dậy lịch sử sân khấu việt nam cô nói chuyên đề cho cái lớp này thì cái lớp đó không phải chỉ toàn một trăm trăm là việt.,184
SPEAKER_01 - 1640.15 - 1648.14.lab,có thể người ta tới vì ờ thành lộc với lại lê khánh nhưng mà rốt ruột là người ta vẫn thấy đây là một cái người ta được.,184
SPEAKER_01 - 1648.14 - 1648.15.lab,đây là một trong những thông tin quan trọng nhất cho chúng ta.,184
SPEAKER_01 - 379.0 - 384.1.lab,khi họ đến như vậy họ được đi từ hà nội vào trong đây thì cô đã được mời dạy coi như là.,184
SPEAKER_01 - 384.49 - 388.57.lab,trong một buổi thôi nói gọn lịch sử sân khấu việt nam trong hai tiếng rưỡi đồng hồ.,184
SPEAKER_01 - 1590.27 - 1594.71.lab,vai của tuấn khải tuấn khải đóng một vai mà từ đầu đến cuối đóng.,184
SPEAKER_01 - 1594.71 - 1600.81.lab,bình tĩnh không bị lôi cuốn theo ai cười mặc ai tôi cứ thế tôi đóng vai tôi yêu.,184
SPEAKER_01 - 1600.81 - 1605.83.lab,cái mối tình đầu của tôi là cái cô giáo này tôi biết gặp khó khăn tôi tìm cách tôi vượt lướt.,184
SPEAKER_01 - 1605.83 - 1613.75.lab,không hề xao động và tuấn khải cũng là học trò của mình hồi đó là trưởng lớp cái lớp có hòa hiệp với thanh phương mà đã mất đó.,184
SPEAKER_01 - 1613.75 - 1615.53.lab,thì mình mình mình mừng lắm.,184
SPEAKER_01 - 3739.07 - 3741.25.lab,mà đi lên tham gia làm.,184
SPEAKER_01 - 3741.51 - 3749.15.lab,tác giả kiêm đạo diễn và diễn viên thậm chí anh không diễn được anh nói ý cho người khác vào diễn là sao chính là đoạn kết có hậu theo ý mình.,184
SPEAKER_01 - 2807.13 - 2810.92.lab,thì thật ra nếu mình đứa yêu thích nhất là những đứa chưa ra đời được.,184
SPEAKER_01 - 2811.46 - 2818.49.lab,vạt hoặc là những đứa bị cắt xén tới độ nó biến hình biến dạng nhưng mà mình yêu nó lúc nó còn là nguyên mẫu chưa bị cắt xén.,184
SPEAKER_01 - 2818.49 - 2825.52.lab,nhưng tại sao phải cắt xén cắt xén thì mới được huy chương cắt xén huy chương cho anh em cho đoàn cho cánh.,184
SPEAKER_01 - 2825.52 - 2832.54.lab,thì mới bán vé được thì mình phải cắt xén nhưng bao giờ cái mẫu gốc thì từ cái xúc cảm chân thật nhất thì mình vẫn thương nhất.,184
SPEAKER_01 - 2832.54 - 2838.02.lab,thành ra đó là những đứa nó không thành hình không không kể tên được hoặc là nó đã mang tên khác.,184
SPEAKER_01 - 6135.94 - 6143.6.lab,không không mong cầu không tham vọng là cả bao nhiêu thế hệ thành ra trong cái những bạn chưa sanh trong tương lai đó.,184
SPEAKER_01 - 6143.6 - 6147.82.lab,hy vọng biết đâu cũng không một một chàng nào một nàng nào.,184
SPEAKER_01 - 6147.82 - 6152.12.lab,như cái cô thiếu nữ trong thơ ta có giống như cô nói kể cái anh lính gắt cầu.,184
SPEAKER_01 - 5402.53 - 5409.06.lab,bây giờ rõ ràng mình xóa hết làm lại rồi đó mình ở cái thế xóa hết làm lại đó ban nguyễn tư là mình dê rô đó mình âm nữa.,184
SPEAKER_01 - 5409.27 - 5414.83.lab,bởi vì cuộc thi các trường nó rớt hết thì chỉ riêng cái trường sân khấu là hên xao đạo.,184
SPEAKER_01 - 5414.83 - 5421.93.lab,mà cô thi diễn viên mà cô giáo cô nói vô qua lớp đạo diễn học đi thế là cô phải chung qua cái lớp diễn viên cô học lại cơ bản diễn viên.,184
SPEAKER_01 - 2360.85 - 2366.0.lab,được chị thái thêm lan lúc mình qua đức lúc đó bị ngớt tài trợ cho đi một tháng.,184
SPEAKER_01 - 2452.23 - 2457.62.lab,xúi là phải đi theo con đường này mà trong nhà thì ổng manh đầu lọt bác sĩ thì ổng cũng muốn là.,184
SPEAKER_01 - 2457.62 - 2464.57.lab,ồ tờ sách y tốn tiền quá ráng đi học ổng muốn dụ đàn em phải có một đứa đi theo đỡ tốn tiền sách.,184
SPEAKER_01 - 2464.57 - 2472.4.lab,phí thành ra lúc đó mình đi học dù bị đi khoa là vậy nhưng một trong những người khơi nguồn mình viết là năm từ pờ li cu đi về phan thiết học.,184
SPEAKER_01 - 2472.4 - 2477.26.lab,cái lớp cuối cùng của cái trường tiểu học có một cô giáo cô tên là quách thị hồng hà.,184
SPEAKER_01 - 2477.26 - 2483.24.lab,cổ mới thường đọc cái bài văn của mình cho cả lớp nghe và cổ lấy mấy cái bài đó của gửi đăng báo.,184
SPEAKER_01 - 2483.24 - 2491.2.lab,đăng báo mấy hồi đó có mấy trang mai bi bi trang thiếu nhi này nọ đó thì nó có đăng báo và lúc đó là bí ký ngọc minh thì người ta đọc người ta thích.,184
SPEAKER_01 - 2491.2 - 2496.92.lab,thế là mình thấy ô vậy là vui quá thế là mình cũng viết mà nhớ hoài có một kỷ niệm là.,184
SPEAKER_01 - 6868.49 - 6874.67.lab,bởi vì tôn lộc nói em không có quen a ơ nói đâu cho chị chị đừng có giới thiệu này nọ cho em nói này nọ đó à.,184
SPEAKER_01 - 6874.67 - 6881.78.lab,giới thiệu em làm tác phẩm thì có thể em thu xếp công việc em làm chớ giao việc em làm chứ em không là người nói nhưng mà mọi người biết là tấn lộc.,184
SPEAKER_01 - 6881.78 - 6885.84.lab,đã được cờ xiếc ronaldo mời rồi đó là một tài năng của việt nam.,184
SPEAKER_01 - 6885.84 - 6893.56.lab,mà cái điều mình cảm động nhất là tấn lộc nói trước chị ơi em nhớ nhất là mã chị á là em trông sớm với nhau răng sớm mà.,184
SPEAKER_01 - 6893.56 - 6900.02.lab,em đạp xe đạp em ngã má chị lại đỡ em lên nói con à đời thế nào con cũng sẽ ngã vài lần rồi con mới đi được.,184
SPEAKER_01 - 6900.02 - 6905.57.lab,chịu khó ngã đi mới chính má chị đỡ em lên rồi nói em câu đó nên em nhớ hoài má chị như vậy.,184
SPEAKER_01 - 6905.57 - 6911.36.lab,nhưng mà tấn lộc ừ mình mời mà mình chưa chắc tấn lộc sẽ nhận lời hay không bởi vì đã vỗ ngực tự xưng là.,184
SPEAKER_01 - 6911.36 - 6913.81.lab,người không thích nên những cái cuộc trò chuyện thế này.,184
SPEAKER_01 - 5677.39 - 5682.85.lab,người ta cũng xung phong người ta làm đó nhưng mà làm việc một số buổi thì cô thấy họ nhìn sai cả.,184
SPEAKER_01 - 5682.85 - 5686.86.lab,hục nhân nhân vật cái mình nói là cái hục nhân cảm xúc đó là hục nhân rồi.,184
SPEAKER_01 - 5686.86 - 5693.16.lab,kiểu như có người nói ủa sao em do thấy giống van gaal có suy nghĩ rất là sai sai mà sai sai sai.,184
SPEAKER_01 - 5693.16 - 5699.57.lab,xây hẳn luôn xây đen thành trắng luôn á cô hoàn toàn xa lạ với nhân vật đó không không thể nào nhân vật đó.,184
SPEAKER_01 - 5699.57 - 5707.56.lab,mà cái người viết cho mình nói vậy thôi thành lộc nói chị ơi chị viết được sao chị không tự viết thế nhưng mà mình thấy là mình không.,184
SPEAKER_01 - 5707.56 - 5712.66.lab,không không tiện viết bởi vì viết là phải viết thật viết hết.,184
SPEAKER_01 - 5712.66 - 5720.55.lab,mình cũng đã quen với chị kim cương chị đã từng nói là bao nhiêu người đề nghị chị viết hồi ký nhưng mà tới tuổi hai mươi cái chị phải ngưng bởi vì.,184
SPEAKER_01 - 5720.55 - 5721.65.lab,bây giờ những người.,184
SPEAKER_01 - 5722.3 - 5729.61.lab,ờ nam quen chị còn sống gia đình đấy chị chị chị chị thấy không nên viết nhưng mà rốt cuộc chị cũng ra được hồi ký.,184
SPEAKER_01 - 5729.61 - 5735.66.lab,thì mình cũng thấy là mình có cái nợ là mình phải ghi lại mà mình muốn nói với bạn bè là.,184
SPEAKER_01 - 5736.02 - 5740.32.lab,tính này viết cho mấy đứa nó chưa sanh thôi thành ra mình mới có thể mình viết được.,184
SPEAKER_01 - 5031.7 - 5039.51.lab,động tư khán giả bởi vì họ sẽ là đồng nghiệp tương lai họ sẽ là những người mua vé tương lai và cái đó nó nằm ở giáo dục.,184
SPEAKER_01 - 5039.51 - 5043.64.lab,làm bữa giáo dục bởi vậy mới có những chuyện gọi là thay dưỡng như thầy trần quê nói.,184
SPEAKER_01 - 5043.64 - 5049.12.lab,hãy nghe nhạc từ lúc còn trong bụng mẹ và phải đưa vào chương trình học đường để nó hiểu hồi xưa cô học.,184
SPEAKER_01 - 5049.12 - 5054.57.lab,những môn phụ đó mà môn nữ công gia chánh môn âm nhạc môn hội họa phải tập cái.,184
SPEAKER_01 - 5054.57 - 5061.17.lab,cái cái cái thẩm mỹ tốt bởi vì cô thấy rõ ràng là trong ba điểm mà chân thiện mỹ á.,184
SPEAKER_01 - 5061.17 - 5064.02.lab,cái khó cải tạo nhất là cái mĩ chứ không phải cái chân cái thiện.,184
SPEAKER_00 - 4739.37 - 4747.08.lab,ờ nhưng mà cô lấy cái sự can đảm ở đâu ạ thường thì em thấy cô ví dụ cô làm nghiên cứu hay là cô có một cái.,184
SPEAKER_00 - 4747.08 - 4747.66.lab,ờ.,184
SPEAKER_01 - 5307.03 - 5312.59.lab,nó vẫn có những người có lòng thành đi gom tiền đi kiếm tiền chỗ khác để gom về đây để làm đàng hoàng.,184
SPEAKER_01 - 2370.0 - 2371.62.lab,tại sao phải bắt con này nói học tiếng đức.,184
SPEAKER_01 - 7124.48 - 7132.18.lab,nhưng mà vậy thì nhiều người thường đặt vấn đề là phúc nói thật vậy thì phúc mình nói mình có thật hay không thì mình nghĩ rằng.,184
SPEAKER_01 - 7132.18 - 7137.38.lab,trong lúc nói bao giờ mình cũng thật hết cái cô trợ lý mình cô nói nói em thấy lúc nào chị trả lời chị cũng thật hết á.,184
SPEAKER_01 - 7137.38 - 7142.5.lab,nhưng mà vấn đề chỉ nói cái sự thực nào của cái nghề nào của cái khoảnh khắc nào thôi.,184
SPEAKER_01 - 7142.5 - 7148.45.lab,nhưng mà tại vì chị có quá nhiều chuyện để chị nói đi thành ra có thể nhiều cái sự thật này nó lại chổi với sự thật kia.,184
SPEAKER_01 - 7148.45 - 7155.47.lab,đã cái đó là mình rất là sợ với lại nhiều người cũng rất thành kiến với cái cái cái cái những người làm trong nghề diễn người ta nói là.,184
SPEAKER_01 - 7155.47 - 7160.43.lab,diễn ở trên sân khấu là mấy người ưa diễn ngoài đời lắm người ta nghĩ điều đó có một cái nghĩa xấu.,184
SPEAKER_01 - 7160.43 - 7167.96.lab,là phải thay đổi như con khắt kè hay tất cả mọi chuyện để mà cho nó đạt cái mục đích mình.,184
SPEAKER_01 - 7167.96 - 7170.93.lab,thì mình nghĩ là mình tin vào cái chuyện là.,184
SPEAKER_01 - 1455.76 - 1457.64.lab,thế là nó nó bay xong thôi.,184
SPEAKER_00 - 4965.67 - 4971.52.lab,cô cũng tiếp xúc nhiều với các cái như cô nói cũng rất là hay rất là nhiều thứ có thể du nhập được và.,184
SPEAKER_00 - 3940.63 - 3946.0.lab,mình còn nhiều các cái cốt truyện những cái cuộc đời ờ hay là những cái cái cái ý tưởng mà mình muốn làm.,184
SPEAKER_00 - 151.31 - 151.38.lab,ngày.,184
SPEAKER_00 - 2613.94 - 2621.48.lab,nhiều khi mình viết chỉ cho một người cũng được hay là thực ra em cũng ơ cái hành trình của em với cái chương trình này cũng vậy.,184
SPEAKER_00 - 2621.48 - 2628.41.lab,ờ nếu khi có một người hay vài người đang nghe là mình cũng đã thấy đủ rồi.,184
SPEAKER_00 - 2628.41 - 2633.03.lab,ầm tuy nhiên cô xem cô công nghệ hành trình viết nó quá là dầy đi.,184
